source_no;sku;slug;status;name_ar;name_en;category;category_slug;subcategory;brand;model;country_of_origin;unit;quantity;price_sar;price_type;availability;warranty;short_description_ar;full_description_ar;dimensions;voltage;frequency;phase;power;capacity;temperature_range;productivity;material;stainless_grade;image_filename;datasheet_filename;possible_duplicate_of;inferred_fields;data_quality;data_quality_notes;additional_image_filenames;image_count
187;EW-QT-0187;lava-rock-grill-0187;active;جريل حجر بركاني 93 سم;Lava Rock Grill;معدات الطبخ;cooking-equipment;الجريلات;Elite World;غير مذكور;الصين;قطعة;1;;request_quote;غير محدد;غير مذكور;Elite World Charcoal Gas Griddle with Cabinet, 800mm Size:80x80x93cm Total power output: 24,000 BTU Made in china;Elite World Charcoal Gas Griddle with Cabinet, 800mm Size:80x80x93cm Total power output: 24,000 BTU Made in china;80x80x93cm;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;EW-QT-0187.png;EW-QT-0187.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;رقم الموديل غير مذكور؛ السعر غير مذكور؛ توجد أبعاد Placeholder في المصدر وتحتاج استبدال;;1
188;EW-QT-0188;water-boiler-0188;active;غلاية مياه 84 سم;Water Boiler;معدات الكافيهات;cafe-equipment;غلايات المياه;غير مذكور;غير مذكور;إيطاليا;قطعة;1;;request_quote;غير محدد;غير مذكور;Warewashing Undercounter Dishwasher Insulated with pressure boiler drain pump, rinse aid & detergent dispensers Supply voltage: 400 V/3N ph/50 Hz Default Installed Power: 5.05 kW Tank heating elements: 2 kW Size :60x60x84cm Made in Italy;Warewashing Undercounter Dishwasher Insulated with pressure boiler drain pump, rinse aid & detergent dispensers Supply voltage: 400 V/3N ph/50 Hz Default Installed Power: 5.05 kW Tank heating elements: 2 kW Size :60x60x84cm Made in Italy;60x60x84cm;400 V/3;50 Hz;3N;5.05 kW;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;EW-QT-0188.png;EW-QT-0188.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
189;EW-QT-0189;commercial-electric-range-0189;active;موقد كهربائي تجاري 85 سم;Commercial Electric Range;معدات الطبخ;cooking-equipment;المواقد;Öztiryakiler;غير مذكور;تركيا;قطعة;1;;request_quote;غير محدد;غير مذكور;Electric Cooking Range With 6 Open Burners & Oven From Ozti Size:120x90x85cm Tem:90-450c◦ Vol:380v/3n/60hz/33000w Made in turkey;Electric Cooking Range With 6 Open Burners & Oven From Ozti Size:120x90x85cm Tem:90-450c◦ Vol:380v/3n/60hz/33000w Made in turkey;120x90x85cm;380v/3;60hz;3n;33000w;غير مذكور;90-450c◦ ;غير مذكور;غير مذكور;غير مذكور;EW-QT-0189.png;EW-QT-0189.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;رقم الموديل غير مذكور؛ السعر غير مذكور؛ توجد أبعاد Placeholder في المصدر وتحتاج استبدال;;1
190;EW-QT-0190;panini-grill-0190;active;سخان ساندوتش 21 سم;Panini Grill;معدات الطبخ;cooking-equipment;سخانات الساندوتش;غير مذكور;غير مذكور;الصين;قطعة;1;;request_quote;غير محدد;غير مذكور;DOUBLE PANINI GRILL Size:57x36x21cm Tem:50-300c◦ Vol: 220v/1n/60hz/3600w Made in china;DOUBLE PANINI GRILL Size:57x36x21cm Tem:50-300c◦ Vol: 220v/1n/60hz/3600w Made in china;57x36x21cm;220v/1;60hz;1n;3600w;غير مذكور;50-300c◦ ;غير مذكور;غير مذكور;غير مذكور;EW-QT-0190.png;EW-QT-0190.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
191;EW-QT-0191;upright-refrigerator-1400-l-0191;active;ثلاجة عمودية 1400 لتر;Upright Refrigerator, 1400 L;التبريد والتجميد;refrigeration;الثلاجات العمودية;Tecnodom;غير مذكور;إيطاليا;قطعة;1;;request_quote;غير محدد;غير مذكور;Tecnodom Stainless steel refrigerator with two solid self-closing doors Size:140x80x210 Cooling range: 0 / + 10 ° C Cap:1400lit Made in Italy;Tecnodom Stainless steel refrigerator with two solid self-closing doors Size:140x80x210 Cooling range: 0 / + 10 ° C Cap:1400lit Made in Italy;140x80x210 ;غير مذكور;غير مذكور;غير مذكور;غير مذكور;1400lit;غير مذكور;غير مذكور;فولاذ مقاوم للصدأ;غير مذكور;EW-QT-0191.jpeg;EW-QT-0191.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;متوسط;رقم الموديل غير مذكور؛ السعر غير مذكور;;1
192;EW-QT-0192;undercounter-refrigerator-2-door-0192;active;ثلاجة تحت الطاولة 2 باب;Undercounter Refrigerator, 2 Door;التبريد والتجميد;refrigeration;ثلاجات تحت الطاولة;غير مذكور;غير مذكور;الصين;قطعة;1;;request_quote;غير محدد;غير مذكور;Undercounter Refrigerators 2 door Size:150x70x85 Tem:0~8◦ Vol:220v/1n/170w Made in china;Undercounter Refrigerators 2 door Size:150x70x85 Tem:0~8◦ Vol:220v/1n/170w Made in china;150x70x85 ;220v/1;غير مذكور;1n;170w;غير مذكور;0~8◦ ;غير مذكور;غير مذكور;غير مذكور;EW-QT-0192.jpeg;EW-QT-0192.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
193;EW-QT-0193;heated-holding-cabinet-inxhot-0193;active;كابينة حفظ وتسخين الطعام 1 صواني;Heated Holding Cabinet INXHOT;البوفيهات والعرض;buffet-display;حفظ وتسخين الطعام;Inox Class;INXHOT;تركيا;قطعة;1;;request_quote;غير محدد;غير مذكور;Inox Class INXHOT, Hot Banquet Cart with Digital Panel Size: 71x83x179 Vol:220v/60hz/1ph Compatible Shelf for 15 GN 2/1 Trays Made in turkey;Inox Class INXHOT, Hot Banquet Cart with Digital Panel Size: 71x83x179 Vol:220v/60hz/1ph Compatible Shelf for 15 GN 2/1 Trays Made in turkey;71x83x179 ;220v/60;60hz;1ph;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;EW-QT-0193.png;EW-QT-0193.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;جيد;السعر غير مذكور;;1
194;EW-QT-0194;commercial-gas-range-4-burner-0194;active;موقد غاز تجاري 4 شعلة;Commercial Gas Range, 4 Burner;معدات الطبخ;cooking-equipment;المواقد;غير مذكور;غير مذكور;الصين;قطعة;1;;request_quote;غير محدد;غير مذكور;موقد غاز4 عين ستانلس ستيل يوضع فوق الاسطح Made in china;موقد غاز4 عين ستانلس ستيل يوضع فوق الاسطح Made in china;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;فولاذ مقاوم للصدأ;غير مذكور;EW-QT-0194.png;EW-QT-0194.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
195;EW-QT-0195;heated-holding-cabinet-0195;active;كابينة حفظ وتسخين الطعام 93 سم;Heated Holding Cabinet;البوفيهات والعرض;buffet-display;حفظ وتسخين الطعام;غير مذكور;غير مذكور;إيطاليا;قطعة;1;;request_quote;غير محدد;غير مذكور;3-tier Heating Trolley+under shelf 3GN1/1 Temperature:30-90c Vol:220v Size: 120x0x93cm Made in Italy;3-tier Heating Trolley+under shelf 3GN1/1 Temperature:30-90c Vol:220v Size: 120x0x93cm Made in Italy;120x0x93cm;220v ;غير مذكور;غير مذكور;غير مذكور;غير مذكور;30-90c ;غير مذكور;غير مذكور;غير مذكور;EW-QT-0195.png;EW-QT-0195.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
196;EW-QT-0196;commercial-microwave-mcs10ts-0196;active;ميكروويف تجاري;Commercial Microwave MCS10TS;معدات الطبخ;cooking-equipment;الميكروويف;غير مذكور;MCS10TS;الولايات المتحدة;قطعة;1;;request_quote;غير محدد;غير مذكور;ميكرويف مينو ماستر لموديل MCS10TS. الطاقة 1000 واط السعة 1.2 قدم مكعب عدد مستويات الطاقة ... الأبعاد (سم) ارتفاع: 21.6 سم × عرض: 36.8 سم × عمق: 38.1 سم اللون فضي المادة فولاذ مقاوم للصدأ Made in u s a;ميكرويف مينو ماستر لموديل MCS10TS. الطاقة 1000 واط السعة 1.2 قدم مكعب عدد مستويات الطاقة ... الأبعاد (سم) ارتفاع: 21.6 سم × عرض: 36.8 سم × عمق: 38.1 سم اللون فضي المادة فولاذ مقاوم للصدأ Made in u s a;غير مذكور;غير مذكور;غير مذكور;غير مذكور;1000 واط;1.2 قدم;غير مذكور;غير مذكور;غير مذكور;غير مذكور;EW-QT-0196.png;EW-QT-0196.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ السعر غير مذكور؛ توجد أبعاد Placeholder في المصدر وتحتاج استبدال;;1
197;EW-QT-0197;lava-rock-grill-0197;active;جريل حجر بركاني 48 سم;Lava Rock Grill;معدات الطبخ;cooking-equipment;الجريلات;غير مذكور;غير مذكور;الصين;قطعة;1;;request_quote;غير محدد;غير مذكور;شاركول جريل من الفولاذ المقاوم للصدأ Size : 60x65x48cm Made in china;شاركول جريل من الفولاذ المقاوم للصدأ Size : 60x65x48cm Made in china;60x65x48cm;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;فولاذ مقاوم للصدأ;غير مذكور;EW-QT-0197.png;EW-QT-0197.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
198;EW-QT-0198;commercial-rice-cooker-8-l-0198;active;طباخ أرز تجاري 8 لتر;Commercial Rice Cooker, 8 L;معدات الطبخ;cooking-equipment;طباخات الأرز;غير مذكور;غير مذكور;ماليزيا;قطعة;1;;request_quote;غير محدد;غير مذكور;8L electric rice cooker, ideal for restaurants and commercial kitchens. Made with high-quality materials, cooks rice efficiently, and saves time. Easy to clean and durable DIM: 520MM(DIA) X 340MMX340MM Made in Malaysia;8L electric rice cooker, ideal for restaurants and commercial kitchens. Made with high-quality materials, cooks rice efficiently, and saves time. Easy to clean and durable DIM: 520MM(DIA) X 340MMX340MM Made in Malaysia;520MM;غير مذكور;غير مذكور;غير مذكور;غير مذكور;8L;غير مذكور;غير مذكور;غير مذكور;غير مذكور;EW-QT-0198.png;EW-QT-0198.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
199;EW-QT-0199;commercial-electric-fryer-13-l-2-burner-0199;active;قلاية كهربائية 13 لتر - 2 شعلة;Commercial Electric Fryer, 13 L, 2 Burner;معدات الطبخ;cooking-equipment;القلايات;غير مذكور;غير مذكور;الصين;قطعة;1;;request_quote;غير محدد;غير مذكور;قلاية بطاطس 2 عين مع حنفية من الفولاذ المقاوم للصدأ -power:4.5kw+4.5KW -voltage:220v/60hz Capacity:13+13 lit Made in china;قلاية بطاطس 2 عين مع حنفية من الفولاذ المقاوم للصدأ -power:4.5kw+4.5KW -voltage:220v/60hz Capacity:13+13 lit Made in china;غير مذكور;220v/60;60hz;غير مذكور;4.5kw;13+13 lit;غير مذكور;غير مذكور;فولاذ مقاوم للصدأ;غير مذكور;EW-QT-0199.jpeg;EW-QT-0199.pdf;131;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ رقم الموديل غير مذكور؛ السعر غير مذكور؛ تكرار مطابق محتمل للبند 131;;1
200;EW-QT-0200;heated-service-shelf-0200;active;رف خدمة ساخن 120 سم;Heated Service Shelf;البوفيهات والعرض;buffet-display;وحدات التسخين;غير مذكور;غير مذكور;ألمانيا;قطعة;1;;request_quote;غير محدد;غير مذكور;رف خدمة ساخن مع هيترات سيراميك الماني مع ترموستات اون اوف تايواني و يكون الرف معزول عزل حراري و يركب علي تيوبات مقاس 120cm;رف خدمة ساخن مع هيترات سيراميك الماني مع ترموستات اون اوف تايواني و يكون الرف معزول عزل حراري و يركب علي تيوبات مقاس 120cm;120cm;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;;EW-QT-0200.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;0
201;EW-QT-0201;commercial-electric-oven-4-trays-0201;active;فرن كهربائي تجاري 4 صواني - 205 سم;Commercial Electric Oven, 4 Trays;معدات المخابز;bakery-equipment;الأفران الكهربائية;Yearmay;غير مذكور;الصين;قطعة;1;;request_quote;غير محدد;غير مذكور;Yearmay Steam Injection Oven Bakery Oven Electric 2 Deck 4 Trays Yearmay Manufacturing Plant Commercial Baking Electric Oven temperature 20-400 c Voltage 380 v 60HZ Power 13.2KW Dim: W130XD84XH205cm MADE IN CHINA;Yearmay Steam Injection Oven Bakery Oven Electric 2 Deck 4 Trays Yearmay Manufacturing Plant Commercial Baking Electric Oven temperature 20-400 c Voltage 380 v 60HZ Power 13.2KW Dim: W130XD84XH205cm MADE IN CHINA;غير مذكور;380 v 60;60HZ;غير مذكور;13.2KW;غير مذكور;20-400 c;غير مذكور;غير مذكور;غير مذكور;EW-QT-0201.jpeg;EW-QT-0201.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;متوسط;رقم الموديل غير مذكور؛ السعر غير مذكور;;1
202;EW-QT-0202;commercial-electric-fryer-28-l-0202;active;قلاية كهربائية 28 لتر;Commercial Electric Fryer, 28 L;معدات الطبخ;cooking-equipment;القلايات;غير مذكور;غير مذكور;الصين;قطعة;1;;request_quote;غير محدد;غير مذكور;"Electric Fryer Dabble with cabinet Electric Fryer Dabble with cabinet size 800*900*930MM N.W: 104KG ""capacity: 28L x2 Power:18kw Voltage: 380v/60hz MADE IN CHINA";"Electric Fryer Dabble with cabinet Electric Fryer Dabble with cabinet size 800*900*930MM N.W: 104KG ""capacity: 28L x2 Power:18kw Voltage: 380v/60hz MADE IN CHINA";800*900*930MM;380v/60;60hz;غير مذكور;18kw;28L;غير مذكور;غير مذكور;غير مذكور;غير مذكور;EW-QT-0202.png;EW-QT-0202.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
203;EW-QT-0203;pizza-preparation-refrigerator-0203;active;ثلاجة تحضير بيتزا 92 سم;Pizza Preparation Refrigerator;التبريد والتجميد;refrigeration;ثلاجات التحضير;غير مذكور;غير مذكور;الصين;قطعة;1;;request_quote;غير محدد;غير مذكور;Stainless steel pizza refrigerator Voltage: 220V Capacity: 380 liters Temperature range: +2 ~ +8°C Dimensions: Width: 136.5 cm Height: 92 cm Depth: 70 cm Number of trays: 8 MADE IN CHINA;Stainless steel pizza refrigerator Voltage: 220V Capacity: 380 liters Temperature range: +2 ~ +8°C Dimensions: Width: 136.5 cm Height: 92 cm Depth: 70 cm Number of trays: 8 MADE IN CHINA;غير مذكور;220V ;غير مذكور;غير مذكور;غير مذكور;380 lit;;غير مذكور;فولاذ مقاوم للصدأ;غير مذكور;EW-QT-0203.png;EW-QT-0203.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
204;EW-QT-0204;shawarma-grill-5-burner-0204;active;شواية شاورما 5 شعلة;Shawarma Grill, 5 Burner;معدات الطبخ;cooking-equipment;الشوايات;غير مذكور;غير مذكور;غير مذكور;قطعة;1;;request_quote;غير محدد;غير مذكور;5 burner gas shawarma grill with electric motor Made of stainless steel;5 burner gas shawarma grill with electric motor Made of stainless steel;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;فولاذ مقاوم للصدأ;غير مذكور;EW-QT-0204.png;EW-QT-0204.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ بلد المنشأ غير مذكور؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
